0.000103,-0.000076,0.789486,0.004617,0.006127,0.005957,0.999953,0.016935,-0.006621,0.049335,0.142312,-0.223203,0.000662,-0.021732,-0.006040,-0.077825,0.252466,-0.272019,-0.015608,-0.000168,-0.007889,-0.023334,-0.021650,1.774910,-0.039167,1.364547,0.074332,0.189702,-0.008716,-0.016133,-1.732552,-0.006156,1.425350,-0.016916,0.233484,-0.206393
0.000324,-0.000158,0.789339,0.007217,0.005699,0.007131,0.999932,0.029769,-0.012445,0.049377,0.124213,-0.219193,0.000694,-0.015663,-0.012076,-0.081722,0.247851,-0.277923,-0.015670,-0.002019,-0.013012,-0.023276,-0.057025,1.776011,-0.039293,1.259989,0.106719,0.297255,-0.039096,-0.024305,-1.723783,-0.018401,1.321180,-0.037757,0.345168,-0.214609
0.000126,-0.000175,0.789343,0.009154,0.005245,0.008216,0.999911,0.032777,-0.016978,0.047938,0.120744,-0.217160,0.000956,-0.013865,-0.016612,-0.083427,0.247148,-0.278428,-0.015435,-0.003404,-0.016842,-0.022248,-0.089499,1.770451,-0.034693,1.198068,0.138412,0.360151,-0.060980,-0.030214,-1.715298,-0.039145,1.255473,-0.066104,0.414540,-0.215261
-0.000090,-0.000178,0.789371,0.010584,0.004904,0.009134,0.999890,0.033479,-0.020339,0.046527,0.120346,-0.216364,0.001201,-0.013079,-0.020058,-0.084760,0.247044,-0.278327,-0.015181,-0.004450,-0.019658,-0.021304,-0.116012,1.763186,-0.030880,1.163558,0.173004,0.394767,-0.078788,-0.033048,-1.706515,-0.065359,1.215112,-0.098744,0.454532,-0.210730
-0.000248,-0.000178,0.789398,0.011630,0.004677,0.009888,0.999873,0.033731,-0.022795,0.045325,0.120301,-0.215868,0.001388,-0.012624,-0.022614,-0.085892,0.247017,-0.278192,-0.014966,-0.005257,-0.021760,-0.020583,-0.139833,1.755840,-0.026234,1.144705,0.207490,0.413714,-0.092506,-0.033060,-1.698129,-0.095143,1.191358,-0.132959,0.473299,-0.201960
-0.000345,-0.000169,0.789421,0.012397,0.004521,0.010453,0.999858,0.033965,-0.024646,0.044421,0.120147,-0.215449,0.001523,-0.012313,-0.024494,-0.086766,0.247004,-0.278064,-0.014786,-0.005882,-0.023342,-0.020058,-0.161894,1.748851,-0.020696,1.134808,0.240865,0.423877,-0.102303,-0.030724,-1.690695,-0.127195,1.178725,-0.167766,0.479723,-0.191576
-0.000398,-0.000152,0.789440,0.012951,0.004383,0.010835,0.999848,0.034283,-0.026017,0.043826,0.119887,-0.215094,0.001618,-0.012052,-0.025863,-0.087365,0.247003,-0.277947,-0.014635,-0.006356,-0.024546,-0.019681,-0.182339,1.742329,-0.014544,1.130176,0.272693,0.428634,-0.109248,-0.026802,-1.684177,-0.160780,1.172058,-0.202965,0.481826,-0.182443
-0.000411,-0.000134,0.789455,0.013360,0.004271,0.011081,0.999840,0.034623,-0.027021,0.043486,0.119618,-0.214819,0.001681,-0.011826,-0.026872,-0.087747,0.247006,-0.277859,-0.014506,-0.006701,-0.025473,-0.019400,-0.201362,1.736286,-0.007808,1.128613,0.302627,0.429986,-0.114240,-0.022438,-1.678036,-0.196355,1.167560,-0.237802,0.482648,-0.176586
-0.000394,-0.000116,0.789464,0.013666,0.004177,0.011218,0.999835,0.034953,-0.027742,0.043305,0.119433,-0.214658,0.001712,-0.011629,-0.027619,-0.087951,0.247047,-0.277815,-0.014391,-0.006944,-0.026195,-0.019182,-0.219231,1.730580,-0.000314,1.128877,0.330224,0.429117,-0.118098,-0.017120,-1.671650,-0.232881,1.163381,-0.272080,0.483050,-0.170471
-0.000353,-0.000098,0.789467,0.013897,0.004098,0.011270,0.999832,0.035222,-0.028262,0.043277,0.119434,-0.214651,0.001707,-0.011463,-0.028173,-0.088013,0.247159,-0.277831,-0.014293,-0.007110,-0.026763,-0.019004,-0.236610,1.725013,0.008570,1.130155,0.354732,0.427244,-0.121934,-0.010753,-1.665120,-0.269957,1.158574,-0.306161,0.483257,-0.163292
