-0.000012,0.000078,0.787315,0.006979,0.001273,-0.021807,0.999737,0.044334,-0.038022,0.008044,0.142819,-0.236346,0.014205,0.006733,0.040720,-0.045543,0.242540,-0.279903,-0.056575,0.001165,-0.008997,-0.029126,0.128938,1.693714,-0.057676,1.499819,0.039484,0.153191,-0.414603,0.029997,-1.765502,0.053005,1.402852,-0.081505,0.187307,-0.047263
0.000459,-0.000107,0.787229,0.009588,0.000699,-0.022599,0.999698,0.058393,-0.043891,0.009347,0.123434,-0.234058,0.015577,0.014597,0.037125,-0.043927,0.236302,-0.285187,-0.059929,0.002718,-0.014328,-0.029239,0.156175,1.743174,-0.053383,1.483492,0.024493,0.165474,-0.456395,0.016173,-1.773899,0.043745,1.308962,-0.109448,0.284554,-0.028536
0.000567,-0.000235,0.787233,0.011039,-0.001065,-0.022554,0.999684,0.064163,-0.046861,0.009347,0.120242,-0.233630,0.015233,0.019953,0.034768,-0.043550,0.235013,-0.285966,-0.062109,0.004260,-0.018922,-0.028295,0.171512,1.773967,-0.047282,1.477598,0.015801,0.223721,-0.243749,0.000832,-1.771247,0.026017,1.248910,-0.145260,0.348335,-0.074745
0.000669,-0.000300,0.787249,0.012135,-0.002857,-0.021351,0.999694,0.067399,-0.049432,0.007303,0.121142,-0.234492,0.015015,0.024453,0.032415,-0.045199,0.234896,-0.286415,-0.064771,0.006069,-0.022895,-0.027015,0.173785,1.782900,-0.038099,1.454856,0.013672,0.281547,-0.006178,-0.001688,-1.757827,0.015361,1.220799,-0.175678,0.373466,-0.028293
0.000745,-0.000308,0.787254,0.013158,-0.004628,-0.019688,0.999709,0.069689,-0.052143,0.004305,0.123300,-0.235501,0.015018,0.028401,0.029793,-0.047837,0.235585,-0.287383,-0.066837,0.007825,-0.026333,-0.025757,0.178409,1.776739,-0.029997,1.424659,0.010956,0.299358,0.084851,-0.003465,-1.753143,0.000791,1.213017,-0.198216,0.382310,0.063785
0.000765,-0.000288,0.787251,0.014311,-0.006202,-0.017975,0.999717,0.071315,-0.055155,0.001169,0.125611,-0.236242,0.015080,0.031759,0.026694,-0.050762,0.236452,-0.289012,-0.066962,0.009320,-0.028968,-0.024614,0.180313,1.771254,-0.015348,1.405908,-0.003061,0.283790,0.033585,-0.014204,-1.759408,-0.024865,1.209853,-0.225247,0.403245,0.081272
0.000706,-0.000231,0.787263,0.015555,-0.007411,-0.016275,0.999719,0.072078,-0.058375,-0.001919,0.127746,-0.236634,0.015183,0.034615,0.023266,-0.053755,0.236627,-0.290585,-0.065789,0.010331,-0.030584,-0.023439,0.178018,1.769492,0.011322,1.401790,-0.026048,0.277328,-0.014937,-0.033268,-1.766398,-0.061045,1.199061,-0.262032,0.442287,-0.012046
0.000560,-0.000098,0.787294,0.016585,-0.008201,-0.014658,0.999721,0.072053,-0.061268,-0.004861,0.129373,-0.236592,0.015376,0.037141,0.020110,-0.056710,0.235491,-0.291623,-0.063611,0.010536,-0.031459,-0.022021,0.174715,1.778186,0.036051,1.403147,-0.039379,0.289691,0.033149,-0.052563,-1.763989,-0.102168,1.182951,-0.297423,0.476795,-0.130579
0.000322,0.000121,0.787334,0.017179,-0.008694,-0.013239,0.999727,0.071989,-0.063367,-0.007519,0.129787,-0.236017,0.015667,0.039276,0.017839,-0.059222,0.233382,-0.292199,-0.061701,0.009939,-0.032148,-0.020288,0.179768,1.782314,0.050095,1.398955,-0.035495,0.305090,0.135039,-0.059549,-1.752496,-0.137133,1.176411,-0.324857,0.483220,-0.179338
-0.000029,0.000395,0.787389,0.017526,-0.009097,-0.012059,0.999732,0.072723,-0.064929,-0.009792,0.128357,-0.234770,0.016003,0.040831,0.016157,-0.061259,0.231129,-0.292292,-0.060377,0.009188,-0.032812,-0.018452,0.185427,1.785589,0.057718,1.391093,-0.025959,0.309121,0.186172,-0.051354,-1.742143,-0.160686,1.175562,-0.348963,0.482226,-0.153908
-0.000492,0.000699,0.787464,0.017842,-0.009456,-0.011054,0.999735,0.073699,-0.066375,-0.011678,0.126231,-0.233303,0.016387,0.041712,0.014668,-0.062875,0.229392,-0.291970,-0.060233,0.008982,-0.033310,-0.016796,0.188974,1.785876,0.067814,1.383353,-0.022459,0.302280,0.174512,-0.039457,-1.738913,-0.180500,1.180512,-0.374353,0.483145,-0.113073
-0.001061,0.001013,0.787551,0.018181,-0.009600,-0.010178,0.999737,0.073655,-0.067850,-0.013204,0.124916,-0.232140,0.016843,0.041590,0.013326,-0.063888,0.228378,-0.291293,-0.060909,0.009375,-0.033540,-0.015354,0.192174,1.786665,0.078000,1.378958,-0.018288,0.295941,0.141968,-0.033009,-1.739392,-0.205106,1.188100,-0.399260,0.485472,-0.093181
-0.001686,0.001307,0.787626,0.018467,-0.009420,-0.009368,0.999741,0.072195,-0.069198,-0.014527,0.124682,-0.231325,0.017293,0.040660,0.012314,-0.064263,0.227727,-0.290822,-0.060997,0.009852,-0.033627,-0.013971,0.197216,1.787592,0.085359,1.375813,-0.007205,0.294561,0.122365,-0.030244,-1.738328,-0.233858,1.192295,-0.422347,0.486502,-0.089129
-0.002298,0.001568,0.787674,0.018625,-0.009010,-0.008611,0.999749,0.070166,-0.070168,-0.015808,0.124480,-0.230452,0.017683,0.039530,0.011330,-0.065228,0.227038,-0.291362,-0.058371,0.009984,-0.033738,-0.012559,0.201347,1.787888,0.092941,1.372114,0.006544,0.295198,0.115653,-0.024637,-1.734714,-0.261116,1.190709,-0.446114,0.486449,-0.086903
-0.002869,0.001775,0.787786,0.018756,-0.008523,-0.007933,0.999756,0.068460,-0.070927,-0.017084,0.123488,-0.229279,0.018009,0.038375,0.010271,-0.067448,0.225958,-0.289532,-0.061429,0.009684,-0.033956,-0.011214,0.203006,1.787616,0.102762,1.368476,0.017866,0.295549,0.109998,-0.015088,-1.730339,-0.285872,1.186129,-0.471366,0.486088,-0.082573
-0.003373,0.001906,0.787869,0.018817,-0.008042,-0.007316,0.999764,0.067405,-0.071452,-0.018365,0.121654,-0.227859,0.018242,0.037081,0.010058,-0.067880,0.225146,-0.288401,-0.062393,0.009004,-0.034222,-0.010143,0.204091,1.787064,0.112994,1.365599,0.027330,0.295808,0.101424,-0.005430,-1.725835,-0.311655,1.181169,-0.495696,0.485987,-0.077603
-0.003765,0.002005,0.787898,0.018752,-0.007615,-0.006972,0.999771,0.067038,-0.071600,-0.019296,0.119327,-0.226459,0.018396,0.035933,0.010108,-0.067959,0.224573,-0.288560,-0.059759,0.008376,-0.034447,-0.009503,0.205690,1.786540,0.122508,1.363048,0.036841,0.296259,0.094066,0.002455,-1.721042,-0.339893,1.176164,-0.518132,0.486103,-0.072860
-0.004032,0.002082,0.787915,0.018624,-0.007251,-0.006904,0.999776,0.066988,-0.071481,-0.019741,0.117277,-0.225457,0.018495,0.035030,0.010246,-0.067920,0.223991,-0.288605,-0.057116,0.008017,-0.034609,-0.009212,0.207000,1.786223,0.132227,1.360066,0.046640,0.296467,0.091560,0.010139,-1.715925,-0.368681,1.170644,-0.540249,0.486167,-0.068388
-0.004170,0.002155,0.787949,0.018435,-0.006930,-0.007123,0.999781,0.066897,-0.071130,-0.019600,0.116110,-0.225140,0.018592,0.034340,0.010374,-0.068204,0.223325,-0.287736,-0.056234,0.008006,-0.034718,-0.009071,0.207863,1.786054,0.142553,1.356925,0.056645,0.296251,0.092276,0.018743,-1.710439,-0.396730,1.164549,-0.562822,0.486111,-0.063446
-0.004185,0.002217,0.787976,0.018184,-0.006666,-0.007585,0.999784,0.066692,-0.070570,-0.018863,0.115893,-0.225476,0.018817,0.033874,0.010995,-0.067314,0.222758,-0.286648,-0.055926,0.008163,-0.034790,-0.008928,0.208916,1.785921,0.153091,1.354703,0.066928,0.296185,0.093169,0.027429,-1.704558,-0.424617,1.158078,-0.585036,0.486051,-0.057261
-0.004083,0.002297,0.787983,0.017923,-0.006532,-0.008396,0.999783,0.066746,-0.069881,-0.017341,0.116097,-0.226096,0.019043,0.033786,0.011484,-0.066470,0.222396,-0.286165,-0.054417,0.008447,-0.034744,-0.008788,0.210074,1.785786,0.164185,1.354142,0.076837,0.296796,0.093570,0.035463,-1.698279,-0.452490,1.150977,-0.606626,0.486055,-0.050335
-0.003895,0.002410,0.788001,0.017727,-0.006550,-0.009460,0.999777,0.067177,-0.069259,-0.015209,0.116403,-0.226609,0.019095,0.033979,0.011516,-0.066304,0.222311,-0.285538,-0.054121,0.008768,-0.034593,-0.008687,0.211043,1.785560,0.176317,1.354945,0.085556,0.297652,0.093422,0.043150,-1.691686,-0.479402,1.142756,-0.628111,0.486001,-0.043336
-0.003657,0.002512,0.788056,0.017678,-0.006655,-0.010461,0.999767,0.067818,-0.068945,-0.013008,0.116729,-0.226886,0.018773,0.034184,0.012033,-0.064457,0.222378,-0.283416,-0.059003,0.008950,-0.034420,-0.008608,0.212579,1.785255,0.188679,1.356379,0.093372,0.297777,0.091397,0.050942,-1.684771,-0.504759,1.133613,-0.649435,0.485901,-0.035688
-0.003409,0.002618,0.788046,0.017649,-0.006761,-0.011269,0.999758,0.068543,-0.068753,-0.011121,0.116852,-0.226891,0.018338,0.034065,0.013089,-0.060446,0.222989,-0.283178,-0.059125,0.009037,-0.034160,-0.008515,0.216100,1.786143,0.199224,1.358087,0.100238,0.296661,0.085285,0.059626,-1.677161,-0.527709,1.122076,-0.669608,0.487705,-0.025958
-0.003089,0.002810,0.787943,0.017537,-0.006778,-0.011939,0.999752,0.069102,-0.068563,-0.009641,0.116908,-0.226933,0.018519,0.034639,0.012671,-0.060155,0.223334,-0.286245,-0.051560,0.009412,-0.033696,-0.008486,0.220685,1.785991,0.208914,1.358606,0.107542,0.295083,0.078917,0.069062,-1.670223,-0.549792,1.113809,-0.690040,0.487971,-0.016244
